apogee_id,ra,dec,glon,glat,nvisits,snr,snrev,starflag,vhelio_avg,vscatter,aspcapflag,teff,teff_err,logg,logg_err,m_h,m_h_err,alpha_m,alpha_m_err,vmicro,vmacro,vsini,c_fe,c_fe_err,c_fe_flag,ci_fe,ci_fe_err,ci_fe_flag,n_fe,n_fe_err,n_fe_flag,o_fe,o_fe_err,o_fe_flag,na_fe,na_fe_err,na_fe_flag,mg_fe,mg_fe_err,mg_fe_flag,al_fe,al_fe_err,al_fe_flag,si_fe,si_fe_err,si_fe_flag,p_fe,p_fe_err,p_fe_flag,s_fe,s_fe_err,s_fe_flag,k_fe,k_fe_err,k_fe_flag,ca_fe,ca_fe_err,ca_fe_flag,ti_fe,ti_fe_err,ti_fe_flag,tiii_fe,tiii_fe_err,tiii_fe_flag,v_fe,v_fe_err,v_fe_flag,cr_fe,cr_fe_err,cr_fe_flag,mn_fe,mn_fe_err,mn_fe_flag,fe_h,fe_h_err,fe_h_flag,co_fe,co_fe_err,co_fe_flag,ni_fe,ni_fe_err,ni_fe_flag,cu_fe,cu_fe_err,cu_fe_flag,ce_fe,ce_fe_err,ce_fe_flag,source_id,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,pmra_pmdec_corr,astrometric_excess_noise,phot_g_mean_mag,l,b,rgeo,b_rgeo_x,B_rgeo_xa,pmra_mardini,pmdec_mardini,phi_mcm17mean,phi_mcm17std,phi_mwp14mean,phi_mwp14std,phi_astrmean,phi_astrstd,ll_mean,ll_std,bb_mean,bb_std,x_mean,x_std,y_mean,y_std,z_mean,z_std,G_x_mean,G_x_std,G_y_mean,G_y_std,G_z_mean,G_z_std,vx_mean,vx_std,vy_mean,vy_std,vz_mean,vz_std,G_vx_mean,G_vx_std,G_vy_mean,G_vy_std,G_vz_mean,G_vz_std,Cyl_vr_mean,Cyl_vr_std,Cyl_vphi_mean,Cyl_vphi_std,Cyl_vz_mean,Cyl_vz_std,Vr_astropy_mean,Vr_astropy_std,Vtheta_astropy_mean,Vtheta_astropy_std,Vphi_astropy_mean,Vphi_astropy_std,Lx_mean,Lx_std,Ly_mean,Ly_std,Jphi_mean,Jphi_std,Jr_mean,Jr_std,Jz_mean,Jz_std,Jx_mean,Jx_std,Jy_mean,Jy_std,R_mean,R_std,rperi_mean,rperi_std,rapo_mean,rapo_std,zmax_mean,zmax_std,ecc_mean,ecc_std,energy_mean,energy_std,TDtoD_new,TDtoH_new,prob_thin,prob_thick,prob_halo,classification_action,age_lowess_correct
2M09443558-3641459,146.148258,-36.696098,266.2144303191184,12.522357487007936,3,393.2313,410.0202,0,193.60294,0.042259783,0,4256.176,6.08464,1.663609,0.024363272,-0.34794,0.0072602145,0.276225,0.005985255,1.5600553,3.6241949,1.0E20,0.15323001,0.011500863,0,0.15004002,0.022592817,0,0.17966,0.013802855,0,0.32070303,0.011390807,0,0.05883199,0.053554405,0,0.327313,0.012174726,0,0.206541,0.020280637,0,0.2431806,0.013753042,0,1.0E20,0.11697391,2,0.32845202,0.041314103,0,0.254649,0.037856948,0,0.122085005,0.014500944,0,0.18549319,0.017598905,0,0.31609902,0.06016059,0,8.020103E-4,0.054936204,0,-0.025685996,0.033572774,0,-0.113168,0.015473944,0,-0.35227,0.008729419,0,0.16705,0.036364812,0,0.1052725,0.012432928,0,1.0E20,1.0E20,259,-0.23645002,0.04014406,0,5433477128044423552,0.2747531741284181,0.011496249,23.899376,6.1347203,2.640118351301885,0.008559636,-5.5375598360929,0.010329166,0.25675386,0.036609475,12.721957,266.214437540142,12.52234782896217,3537.98975,3421.10156,3711.41943,2.6443497103168743,-5.549585473011943,5.878783665891049,0.2338364151758966,5.877568986658736,5.877568986658736,-2.735976333068943,0.2343574780557113,266.21441056361755,1.1368683772161605E-13,12.522357373664647,0.0,-0.261696836616453,0.1794581393804162,-3.9550774890463374,2.712187340383772,0.8803597232827459,0.6037051114887144,8.437461837380841,0.177925492637239,-3.955078538677963,2.7121880601667887,0.901816304540706,0.6041553609163689,95.58584899589152,74.111269781687,-205.76045618704225,11.778677675675157,-3.0600379341977324,30.883674856791764,-84.48566197204437,74.11130302957982,26.479459391220267,11.778701253576656,4.189796661558989,30.88358607963557,-76.09244268502636,53.32634783140777,-22.697283716051626,65.73648905723358,4.189796661558989,30.88358607963557,-91.6488501260596,50.67327730854508,-14.22698908461514,22.48373276346136,-42.13596292583954,68.79537595774916,50.42579475869908,221.83405165738745,-150.82148607458538,123.72786449136656,-313.82663397774365,834.525302364069,641.986604761611,161.62898597470638,19.70879416857989,5.467745085042823,590.2026794346515,61.33659191442129,-252.60165850900324,151.95870457732997,9.624342890872931,1.46089890364697,1.5564399975815937,2.172953155545582,12.896875293752952,28.804025909228123,2.4883388221173983,7.146426260145413,0.8270321212946101,0.1293687639323055,-165847.1465713084,18797.92254684945,2.3807710824316805E15,0.0234651290359429,7.904984152038991E-42,4.849507241918492E-10,0.9999999995150494,2,9.068409058141956
2M09465673+0458117,146.736376,4.969934,231.2508040719983,40.84725250253937,1,113.9673,114.99781,0,12.074372,0.0,0,5065.2227,27.343922,2.7284791,0.06313858,-1.728,0.016679628,0.260325,0.026144333,1.4654466,8.126149,1.0E20,0.11445999,0.09040408,0,0.3838899,0.10168769,0,0.028277993,0.13712114,32,0.55915296,0.09324956,0,1.0E20,1.0E20,1,0.30248296,0.03882602,0,-0.30741906,0.04079985,0,0.19054055,0.040717486,0,1.0E20,0.43099645,2,1.0E20,1.0E20,1,1.0E20,1.0E20,1,0.11925495,0.06496274,0,1.0E20,1.0E20,1,0.321939,0.23832972,0,1.0485519,0.3923144,0,-0.659786,0.27794832,256,-0.2825979,0.06322304,0,-1.7012,0.015689835,0,1.0E20,1.0E20,1,-0.044507504,0.05072112,0,1.0E20,1.2593403,2,0.27603996,0.17021012,0,3849856749666727936,0.492251780132282,0.019990902,24.62379,40.71081,16.270100910225537,0.020210708,-37.31828007702809,0.014374307,-0.41123024,0.065659516,12.683053,231.25092271859447,40.847279553526015,1922.19971,1838.42285,1997.45874,16.282908772954872,-37.326468715330535,6.152399558171428,0.0813445602728095,6.151973392586411,6.151973392586411,-3.0103807389966186,0.0815762941720819,231.25071507583056,8.526512829121202E-14,40.84725803180472,7.105427357601002E-15,-1.0298020059294013,0.7174546744068852,-1.2831395123286875,0.8939528528161553,1.4225355588740498,0.9910689436879634,9.204183835139425,0.7149339242713001,-1.2831406438010498,0.8939536411037393,1.4459468066486338,0.9928881787556006,293.0044180812284,208.1061637803443,-298.4870855368988,202.99098317372489,-38.66511038812244,32.447936102006736,-281.90419576406805,208.10602139646085,-66.24730130594503,202.9911291004883,-31.415129412723115,32.447936383251275,-251.1817585822608,161.64002201452774,-116.4677051208786,256.10094934850184,-31.415129412723115,32.447936383251275,-272.86575658680675,161.74551585223273,-21.46149026910002,20.4344672602225,-131.4370363102337,257.6988807516072,366.6540554682992,633.3486004413985,-301.89598051736,431.27520495877343,-1302.6373290468875,2669.761840374606,3925122.629653308,7724853.3243638575,80.77971854621335,128.697377820556,3891601.013704485,41821.26053336742,-511887.8861144515,1055988.4988348898,9.35679715184107,0.8452499543435621,4.620472148338425,3.64405666390838,964.2676050098504,2165.492457485454,84.09668386546997,195.25217764997467,0.781171983398534,0.2482899939387838,-82598.64021916472,123433.39956038776,2.4305090546311782E44,3.147395112147704E-11,3.4417708248179706E-17,0.0,1.0,2,9.220369413686807
2M09485826+3829451,147.242789,38.495888,184.37969534078303,50.44722587825326,6,403.1024,409.64468,0,-27.349453,0.058585823,0,5084.8438,11.890982,2.468664,0.02947084,-0.64495,0.0072727576,0.202815,0.008629842,1.7631124,4.3120303,1.0E20,0.094075024,0.023734514,0,0.08730906,0.034278084,0,0.18944007,0.026736813,0,0.27714306,0.033460155,0,-0.038777947,0.114853755,0,0.24509305,0.014868116,0,0.19242102,0.020075662,0,0.19407064,0.01695563,0,1.0E20,0.19021831,2,0.18954206,0.050844155,0,0.20924902,0.046717674,0,0.20529506,0.019372273,0,0.123033226,0.02887067,0,0.11521906,0.11171405,0,-0.04322797,0.13395,0,-0.10114598,0.06789513,0,-0.13024795,0.020281948,0,-0.66281,0.007827781,0,0.088370025,0.09538709,0,0.06609249,0.01582979,0,1.0E20,0.020980867,2,-0.15056998,0.09636601,0,800273873217796608,0.4451018047892474,0.013511255,32.94304,18.769386,-1.841012939062522,0.010994186,-18.678878737390995,0.0107097365,-0.50460106,0.030681435,12.280044,184.379675404311,50.44717047229267,2155.05591,2093.96582,2221.34839,-1.8359992085368524,-18.6692637761725,6.271419321799644,0.0067916346795771,6.271382658886286,6.271382658886286,-3.1297900052964924,0.0068094394990256,184.3795511723164,2.8421709430404014E-14,50.44716359461537,1.4210854715202004E-14,-1.6016783213225112,1.0825745159159208,-0.1226674234695203,0.0829109221329278,1.9450239805573384,1.314641876689752,9.774729069410109,1.0792293161202495,-0.1226687904009883,0.0829118460420252,1.9698889342153063,1.3173893792187628,25.86638189435744,5.744260966921705,-222.72709359928868,151.44282167013247,-28.220368005822785,4.820063489683688,-14.766215101308251,5.7441270175340176,9.512923789585132,151.44281993427103,-20.970658124289127,4.820277655346729,-13.85390278836806,3.6416233918880496,9.312504771912346,151.60654584732603,-20.970658124289127,4.820277655346729,-39.305500726937154,5.8345127770893335,13.548709336293848,0.3715591521958111,-3.187434750353325,151.75469393931112,183.74165731195853,503.6051858128618,173.53004572694266,37.39914228159012,-72.74269390662597,1605.4463358700923,57888.89340886276,1046604.6666821477,73.29730956841856,99.7158705663635,57884.88643185285,1446.7000256736662,-681.1041580929203,12320.324977011112,9.807749348957696,1.0803021935822328,4.069075470959069,3.448215695395152,17.687314444124596,99.24503191144912,4.023895739174907,11.333291377802263,0.5387482714673268,0.2438881675468959,-159755.5429663289,21659.8769302574,4.2189637134777786E17,0.0053214657155944,1.1501253993818896E-10,0.0267816014221611,0.9732183984628264,2,4.641436374122337
2M09513217+3420147,147.884055,34.337437,190.94416173517973,50.99342786971356,4,240.56276,244.14044,0,18.755907,0.017221298,0,4943.969,10.4181,2.4566627,0.027868131,-0.54383,0.0071301176,0.276915,0.007812269,1.6191236,4.0643134,1.0E20,0.20991,0.019651314,0,0.20668,0.030829962,0,0.06966001,0.022749115,0,0.508453,0.026053334,0,-0.37815797,0.09568322,0,0.335493,0.013932717,0,0.24086097,0.019921161,0,0.2543406,0.015964204,0,1.0E20,0.1699894,2,0.31640202,0.047068898,0,0.26361895,0.04394258,0,0.15347499,0.017745256,0,0.15939319,0.02571644,0,0.323329,0.098085806,0,0.10782197,0.110781364,0,-0.06898606,0.057260506,0,-0.14738804,0.018701466,0,-0.55568,0.00787317,0,-0.025189996,0.07774096,0,0.08168247,0.014705489,0,1.0E20,0.013235042,2,-0.37937003,0.08190981,0,795262367937457024,0.4306249712489827,0.015590842,27.620378,25.412243,-8.375925124503315,0.014465925,-23.992206461673263,0.013782578,-0.61424917,0.0,12.357933,190.9441951462497,50.99333733699151,2210.91284,2136.40796,2329.70605,-8.368287697327794,-23.994247209426344,6.253245577979664,0.0172927479490721,6.25315258120847,6.25315258120847,-3.1115599276186776,0.0173380692300536,190.94401289444565,2.8421709430404014E-14,50.99337804898998,0.0,-1.6184982424255294,1.090869393834076,-0.3129632131206823,0.2109375108604927,2.035220854317788,1.3717408406578917,9.791319836191697,1.0873791429822346,-0.3129646968869742,0.2109385109204204,2.0601279932380234,1.3745090562956146,-42.69008365020917,20.96324372494088,-307.89636406851605,206.0133570219892,-57.15836619539182,48.34949109638192,53.7902882491193,20.96336615300123,-75.65624040213282,206.013266506108,-49.9088795397504,48.349823693975104,59.55790391863692,30.4630857913479,-73.5179680412294,204.0052827224489,-49.9088795397504,48.349823693975104,21.81624437068136,11.852363094496315,57.84541856032405,56.86890211115924,-86.41065298754026,204.37266470401664,464.8470358771888,840.6895722793917,680.8764740700263,707.5471907369963,-943.5325809688997,2247.7030325857727,786148.4765222133,3796444.706048799,206.60270193375308,269.88783570328303,785796.1560529869,2784.187781081718,-23533.55626646298,114457.04026135472,9.829835513157953,1.0941702628322871,5.5867311998098135,4.316915525733656,147.62188200511187,719.4300544660059,27.576992359959817,125.98955677856311,0.534170162712807,0.2748838901904892,-143692.04793938991,52268.83848029949,9.131479824312299E36,7.897090870781715E-9,1.4807169268321334E-11,0.0,0.9999999999851928,2,7.509656037647627
2M09570483-3958482,149.270145,-39.980057,270.29361774999325,11.593777400107784,3,199.65543,206.83064,0,94.649086,0.012178956,0,4789.626,8.789657,2.3983448,0.025010975,-0.32981,0.0066883783,0.249765,0.0065127173,1.5220538,3.585954,1.0E20,0.13606,0.014852832,0,0.13499,0.025798392,0,0.17130001,0.017887386,0,0.34538302,0.018856086,0,0.086991996,0.07102027,0,0.349763,0.01227577,0,0.275026,0.019348413,0,0.2171206,0.014302005,0,1.0E20,0.14239985,2,0.260822,0.039710116,0,0.27298898,0.039062064,0,0.11585501,0.015059341,0,0.13248318,0.021611804,0,0.324359,0.08177159,0,-0.066468,0.08441758,0,-0.039516002,0.043234278,0,-0.10466799,0.015950492,0,-0.34355,0.0076888883,0,0.18478,0.05810773,0,0.0829325,0.012706452,0,1.0E20,0.0057976926,2,-0.36390004,0.0678335,0,5419950386244756992,0.2744352915350466,0.012110479,22.660976,9.079952,-8.69261586920446,0.009674589,-2.623731231664867,0.011064476,0.3039653,0.0,13.458434,270.29356956060514,11.59374386249146,3206.11816,3092.125,3339.01978,-8.697271187395819,-2.625039236240984,5.878139634751867,0.2291748213169946,5.8768642034158125,5.8768642034158125,-2.7352715498260207,0.2297308374124902,270.2936022652561,0.0,11.593776809356651,1.7763568394002505E-15,0.0192824345140369,0.0125258229349997,-3.7628880185301736,2.4443629776120663,0.7719941986389312,0.5014855687417973,8.15675875640947,0.0137982605848091,-3.762889170369252,2.444363725843952,0.792737171082868,0.5014485237789768,-92.88241629148624,60.64281257207728,-120.62196265974498,18.12599724780827,-114.66370978172787,86.83800572943063,103.982364371927,60.64270513817223,111.61829216071752,18.125813288931035,-107.41401989969452,86.83811915330608,47.989708986760206,25.528872739360605,153.77746742005445,25.97716383691009,-107.41401989969452,86.83811915330608,20.67236007973825,17.56924966729405,110.33811545805564,90.00000547527583,134.4439230164805,23.67239896416837,537.0553767355776,774.5652158285865,987.7917020913554,828.9459425017632,1450.1994788914096,488.26018452294153,152.03983796155572,95.72039444965591,349.8826742794208,411.3456854782356,139.73744331191045,18.714719334899968,-59.91293069135195,49.480581645716114,9.266749202098788,1.1479084070186438,5.56104643536735,3.0933894247973863,20.43550142669873,158.10086355104255,12.26293528986402,114.6551267103218,0.3745464758803064,0.1416279296852338,-157017.97083391531,24762.60300651169,2.6842047801260977E13,0.472218406358017,9.731169418145604E-9,0.3253985460850973,0.6746014441837332,2,6.03150654423163
2M10004117+2629328,150.171561,26.492458,203.8475431414775,52.08314007505045,7,172.69511,176.10837,0,-0.46093994,0.19333315,0,4970.677,11.816071,2.9116714,0.029845275,-0.52275,0.0077928365,0.091896,0.008532156,1.2079334,4.014494,1.0E20,0.020117998,0.022076778,0,0.027775973,0.034570307,0,-0.013718009,0.025160572,256,0.193483,0.029963024,0,-0.06412798,0.10718366,0,0.12275699,0.015179949,0,-0.002529025,0.022713171,0,0.04466757,0.017761493,0,1.0E20,0.18296361,2,0.15989196,0.05300254,0,0.11383897,0.04784484,0,0.09492499,0.019843036,0,0.023483157,0.02903283,0,-0.334301,0.10940747,0,0.395622,0.1261983,0,0.141074,0.06433812,0,-0.112987995,0.020688128,0,-0.523,0.008638261,0,-0.19291997,0.09317721,0,-0.0013075471,0.016635217,0,1.0E20,0.01574348,2,-0.16744,0.09628115,0,739790799428388480,0.4082219948331371,0.016777646,24.331305,22.911821,0.5985930908309278,0.016644796,-22.90400002257344,0.013379427,-0.27481365,0.0,13.354262,203.8475421478666,52.083115096309854,2224.43652,2152.29321,2300.17407,0.6216422765377241,-22.896549971679043,6.220537041989208,0.0361854761971778,6.22033904281156,6.22033904281156,-3.0787463892217675,0.0362828491050859,203.84739105424657,2.8421709430404014E-14,52.08311479926565,1.4210854715202004E-14,-1.4511193079167957,0.9687493351091911,-0.6414541458045424,0.4282268686392636,2.0368028337271107,1.3597444263589054,9.623937727906016,0.9652901762634138,-0.6414557875945427,0.4282279646779989,2.0612840136685704,1.362201936641658,79.22285462985703,52.72711626914321,-267.4103031342418,178.6023954427644,-28.344292360722253,18.684089578789784,-68.1226464486274,52.72697687150025,-35.17033519697022,178.60241704880227,-21.094571737821244,18.68427642857912,-59.18693598874231,37.19694022972924,-40.798231419601095,184.40554075612016,-21.094571737821244,18.68427642857912,-83.78089821364378,40.05672900458248,0.8123195175562578,2.2927523997338306,-54.39309482312353,185.1651389566672,337.3203249954008,680.291485730857,8.803093484834573,76.30975509813845,-577.156831902213,1961.466868818128,479162.2972360626,2987724.123603333,93.51924554063328,140.4072783430625,478222.2954185938,2670.281251796565,-29999.05427029416,187852.06124375167,9.68377060264684,0.9943675735440388,4.410899040958515,3.5256322948693466,73.00406344188013,406.3065567686509,6.973358984660537,18.88156695150632,0.5923273604592267,0.2284818866640811,-149618.614481405,38752.32591305248,6.901802874599239E26,7.693234946487965E-6,8.221425347964288E-12,0.0,0.9999999999917786,2,6.79042617355482
2M10013234+4425331,150.384772,44.425869,174.49053049729145,51.99708109278803,2,190.69716,195.07863,0,-75.464714,0.063928455,0,5001.052,11.371456,2.3400626,0.02957017,-0.63085,0.0074792253,0.187205,0.008573379,1.9576272,4.2766037,1.0E20,0.06492901,0.02256065,0,0.082136035,0.033925317,0,0.14257002,0.025554143,0,0.370613,0.030311631,0,0.36634204,0.11026331,0,0.213153,0.014969213,0,0.242491,0.020749643,0,0.16757059,0.017081002,0,1.0E20,0.18501405,2,0.257382,0.051910866,0,0.36804903,0.046968903,0,0.148245,0.019466534,0,-0.046010792,0.028223714,0,0.280739,0.10742242,0,-0.07021797,0.12614988,0,-0.07307601,0.065604694,0,-0.14930797,0.020410871,0,-0.63845,0.008135584,0,0.07378006,0.09009259,0,0.048032522,0.016038887,0,1.0E20,0.019222423,2,-0.27280998,0.09037338,0,809821138839153408,0.4727869386134888,0.013154911,35.939957,19.613894,7.259747982342197,0.010537644,-18.22089096607253,0.010246762,-0.29883656,0.045811374,12.103176,174.49051722626515,51.997072648484114,2016.10571,1944.67554,2070.63281,7.254223203978086,-18.228541004810648,0.0127236807601257,0.0078932162475608,0.0127644276260355,0.0127644276260355,3.128828225963757,0.0079150985310346,174.4903864606035,2.8421709430404014E-14,51.99700227534992,7.105427357601002E-15,-1.335496529499678,0.9467849969268792,0.1288198511086318,0.091325360749308,1.7171061307187248,1.21732276107427,9.509127262928798,0.9436874553417772,0.1288185713335141,0.0913244534673689,1.7412955635119924,1.2197256607043874,119.64504517170153,52.03013010288069,-179.83146839677346,124.3295322426888,10.774249264228864,49.793586820801856,-108.54486246578504,52.02994317612878,52.40840448106148,124.32965377906577,18.02415638192753,49.79347867899644,-108.83563661659542,53.77860336853298,54.21147623872783,122.54545152598904,18.02415638192753,49.79347867899644,-119.8264149492156,37.17737188682924,-43.68271479070714,72.5607937800345,42.2575540841261,122.36694481528384,67.25866633675786,335.37407066910373,-470.8541900568417,806.0756689863218,399.7641048468245,1206.8174876710063,96246.3254953267,1349798.1971356752,244.701368958636,354.1832101604561,96238.53484286122,1642.9402919605702,1224.5744778344158,17190.7296236806,9.542322118657903,0.945000903877624,3.460680514118158,2.5132912789133632,19.886340290286324,93.31870766564354,9.60766446776707,49.350874638028806,0.6121523616229663,0.2168069887079161,-153949.61765168436,20935.228542836707,1.79969497818047E12,0.2139863207985143,7.116152728890703E-7,0.1687544578393273,0.8312448305453998,2,6.302048257295686
2M10045413+4403415,151.225574,44.061539,174.8553338348633,52.66479165363927,2,168.9137,162.63808,0,82.15709,0.0802017,0,5048.1504,13.911604,2.659816,0.033866096,-0.69425,0.0087479,0.099962,0.010334524,1.4294863,4.438221,1.0E20,-0.26696002,0.02883155,0,-0.21364999,0.042090014,0,0.18961999,0.031422887,0,0.292413,0.03929635,0,-0.263278,0.14131725,0,0.09517497,0.017719362,0,-0.067669034,0.02523211,0,0.042955577,0.02058307,0,1.0E20,0.2154964,2,0.040793,0.06582538,0,0.15785897,0.05520443,0,0.125355,0.02420453,0,0.02931416,0.03496107,0,-0.009148002,0.12997767,0,0.19337195,0.16093391,0,-0.004616022,0.08409755,0,-0.18841803,0.024945674,0,-0.68713,0.009451994,0,-0.7993001,0.12361212,0,-0.04863757,0.020115074,0,1.0E20,0.032747306,2,-0.36595,0.11495101,0,809555572421288704,0.5303109373769048,0.013282921,39.92427,32.90665,-21.578629386850302,0.010444968,-24.84371982940303,0.010893824,-0.27549723,0.054339357,12.058417,174.85545502636182,52.664647671598765,1782.96265,1746.57288,1829.94885,-21.58383509337133,-24.831990374865786,0.0115817346706584,0.0070083430507183,0.011619140836305,0.011619140836305,3.129973512753488,0.0070280992061838,174.85518627022293,2.8421709430404014E-14,52.66471401029549,1.4210854715202004E-14,-1.289956745659102,0.8858416756316987,0.1161426159933328,0.0797576894806767,1.697989476843324,1.1660467286469656,9.463636232010955,0.8828746838604291,0.1161413219344539,0.0797568008219759,1.722063192064018,1.1682948609090742,-200.36403493293403,103.51120252875889,-276.8418578615148,193.1782144934857,-29.95426280368158,65.42788805610068,211.4642495827856,103.51128857706546,-44.601627479917966,193.1780221036616,-22.70495622314808,65.42831995822044,209.5671234198948,100.19815241639252,-47.76010079978749,196.21338618371936,-22.70495622314808,65.42831995822044,171.9714599530091,78.06362091035976,61.55140500456667,102.08231014670314,-59.74308629041683,196.0602812762776,294.64032659599604,589.6764704022698,757.7228280508511,1204.8091306352355,-625.4609845912769,2028.492586328992,1264593.4304176555,4751093.756757912,279.3661827251229,399.75173210218014,1264508.6172480606,3084.063651372882,14645.858148015484,55733.76077480627,9.49660361842014,0.8839035958997973,4.220263373160469,3.058180738129389,262.90552288957485,1001.7780967331825,38.398514948756045,142.73846284077905,0.6946374228079956,0.230770889421143,-128069.76916691657,64418.32602875053,1.815336861937566E33,8.050650311483853E-8,1.934126582939265E-17,0.0,1.0,2,5.0719157166142494
2M10071026+0349251,151.792758,3.823662,236.3336631794411,44.42026673232262,4,227.34245,239.77885,0,86.53557,0.05420135,0,4666.0986,8.260641,2.5529807,0.026337842,-0.46282,0.0071975384,0.28869498,0.0069797067,1.2372259,3.8761678,1.0E20,0.16086,0.015259669,0,0.23574999,0.026951263,0,0.07933399,0.018122325,0,0.371773,0.017492553,0,0.102901995,0.07468514,0,0.34390298,0.013136527,0,0.254165,0.020091636,0,0.24035057,0.014958973,0,1.0E20,0.14486691,2,0.40784198,0.044619404,0,0.33577898,0.0412724,0,0.201325,0.016252598,0,0.17519316,0.021749238,0,0.372009,0.079438865,0,-0.081167996,0.081947476,0,-0.133506,0.045596723,0,-0.15364802,0.017273119,0,-0.45531,0.008242529,0,0.15494001,0.05607698,0,0.08410248,0.013707403,0,1.0E20,1.0E20,259,-0.15818,0.06016297,0,3836945970600365952,0.4700027310841789,0.019917013,23.598053,17.87904,-16.396449765917087,0.023253355,-7.128570153032122,0.025654778,-0.54175717,0.08878711,12.681758,236.3335308332304,44.42022210227533,2035.86072,1951.34973,2112.26123,-16.39481827037608,-7.151748965180109,6.138941236546678,0.0873948464873609,6.138465593747875,6.138465593747875,-2.9968729401580805,0.0876461722019148,236.3335729194555,1.1368683772161605E-13,44.42028291592987,7.105427357601002E-15,-0.9288196179196476,0.6299385571653113,-1.3944757098439406,0.9457530824216064,1.6419238414795263,1.1135758932327124,9.102644199030932,0.6271067292198484,-1.394477257491045,0.9457541320576872,1.665077523027895,1.1151721932354266,-142.8702858099475,73.65937884353521,-143.03227230359585,62.13860169885002,-78.66225579318052,94.43783789282436,153.97030626802862,73.65930147140404,89.2079761379634,62.138394470569246,-71.4126703781872,94.43803459380064,143.25093381201992,73.8089505786145,117.2555112606012,35.13324401503783,-71.4126703781872,94.43803459380064,98.87318280093363,43.871639774987614,95.64128654422024,118.218314524034,102.05071289418748,36.81994428397092,109.65431769642962,363.6206461736983,1047.78133169616,1304.311617049007,1057.4326033904947,243.69303254106325,57982.19325530899,1046599.9109383712,721.5422977381276,1123.1832643513203,57380.03943560374,1606.3994687217362,-8334.615111962761,150526.42253739946,9.277092606746454,0.7809414939397503,4.534877093619188,2.115662996625617,21.44179304705657,95.4357703879741,12.894317232500113,40.95738866047141,0.5045549027586883,0.1088241930899081,-151901.8602873171,26037.298976851565,3.4827507087892866E12,0.3687894009336938,5.437518938305105E-10,0.0552998341470569,0.9447001653091912,2,9.505728921214308
2M10072666+4516263,151.86112,45.273994,172.73194178934529,52.811822606096825,2,418.3165,407.84003,0,-71.751236,0.033487502,0,4678.923,10.686654,1.6533563,0.041747052,-1.4742,0.010863109,0.30633497,0.014298931,1.5748892,7.004776,1.0E20,-0.25804996,0.03545438,0,0.07538295,0.05027129,0,0.095070004,0.035918087,0,0.42369306,0.0316566,0,-0.23089802,0.19692253,0,0.324973,0.023148438,0,-0.15971899,0.024577174,0,0.27585065,0.023246733,0,1.0E20,0.24726462,2,0.452932,0.103630975,0,0.20355904,0.06786833,0,0.30050504,0.03279567,0,-0.022839785,0.03533878,0,0.31767905,0.11816998,0,0.05126202,0.15511408,0,-0.22568595,0.115877114,0,-0.37529802,0.034415364,0,-1.4569,0.011018631,0,-0.33643007,0.10971252,0,-0.030807495,0.026040686,0,1.0E20,0.1810804,2,-0.19545996,0.06778405,0,809953733069157504,0.530055714745252,0.012654634,41.886295,26.315254,5.889792175414904,0.010318572,-25.647668672960457,0.011171802,-0.2396594,0.04212531,10.647515,172.73201366672916,52.81177664844593,1783.69702,1744.21375,1819.74109,5.895038291196866,-25.65865161126172,0.0157185445268837,0.009438176591065,0.0157697972293634,0.0157697972293634,3.12582285636043,0.0094654258383524,172.73179570492536,5.684341886080804E-14,52.81174132466596,1.4210854715202004E-14,-1.2226305846719216,0.8226014459405503,0.1559330185450148,0.1049137230273229,1.6244950496659856,1.092980981771439,9.396497071976246,0.8198203658964999,0.1559317698062534,0.1049128828599627,1.6483979196310936,1.0950686322456404,108.77708984155792,44.24339178772189,-240.5369109560912,158.15080708607863,14.892114733495418,48.47863390844592,-97.67684477172634,44.24317528172858,-8.297034016821923,158.15091944765615,22.141917130796685,48.478464944140455,-99.27334655590212,47.47750742588941,-6.312921430283637,156.29975890709636,22.141917130796685,48.478464944140455,-110.71122943538964,32.78187618503285,-44.81305275515284,67.56345266401624,-18.1990358232344,156.0858221163024,195.4015026378416,438.1269747940668,-457.2595435025012,711.5268641202456,-187.74576513458848,1553.8465228373936,172919.5241055583,1807288.823315745,178.9182961378037,242.46906420449315,172898.16270354105,1901.142471839488,2717.931314916056,28453.61252611608,9.43023152388372,0.8216077887851158,3.821576974022471,3.021199278212368,36.53144181228163,255.55531133332283,14.591668198857883,97.53209723648452,0.6196745159114346,0.2197068445552694,-152143.02350869,29682.52633556565,7.466886041003649E21,2.420736091995E-4,1.475085380066877E-20,3.711093224243E-4,0.9996288906775757,2,9.772434899443095
